,#,Model,GR#,GROUP_NAME,GDT_TS,NP_P,RANK,Z-M1-GDT,Z-MA-GDT,GDT_HA,GDC_SC,GDC_ALL,RMS_CA,RMS_ALL,NP,err,AL0_P,AL4_P,ALI_P,LGA_S,RMSD[L],Z-score[M],Z-Score[D],Al.Res.,RMSD[D],MolPrb_Score,LDDT,SphGr,CAD_AA,RPF,CODM,DFM,Handed.,SOV,CE,QCS,CONTS,TMscore,Dali(raw),FlexE,QSE,CAD_SS,MP_clash,MP_rotout,MP_ramout,MP_ramfv,reLLG_lddt,reLLG_const,Target
26,27,T1187TS347_1,347,AIchemy_LIG3,93.14,100.0,22,0.41,0.42,80.18,63.32,74.94,1.23,1.588,164,0,95.12,98.17,98.17,96.111,1.07,9.78,27.5,164,1.2,1.43,0.88,97.26,0.82,0.9,0.99,0.05,0.97,91.6,6.81,97.91,94.53,0.95,1820.2,0.8,92.81,0.73,4.8,0.7,0.0,96.95,21.52,15.3,T1187
27,28,T1187TS264_1,264s,server_125,93.14,100.0,22,0.41,0.42,80.94,63.56,76.13,1.555,1.965,164,0,93.29,95.12,95.12,94.956,0.99,9.53,27.8,164,1.6,0.95,0.88,94.21,0.82,0.89,0.99,0.04,0.96,93.3,6.92,98.33,95.84,0.94,1835.2,0.79,90.62,0.71,1.85,0.0,0.0,98.17,19.0,16.97,T1187
28,29,T1187TS282_1,282s,GuijunLab-Threader,93.14,100.0,22,0.41,0.42,79.11,60.8,73.69,1.424,1.889,164,0,93.9,96.34,96.34,95.769,1.14,9.53,27.5,164,1.4,0.82,0.86,94.21,0.81,0.88,0.99,0.05,0.96,93.3,6.92,98.19,95.55,0.95,1819.0,0.78,92.56,0.69,1.11,0.0,0.0,98.17,19.17,16.81,T1187
29,30,T1187TS089_1,089s,GuijunLab-RocketX,93.14,100.0,22,0.41,0.42,79.72,61.54,74.12,1.445,1.931,164,0,93.29,96.34,96.34,95.641,1.07,9.53,27.6,164,1.4,0.89,0.87,94.21,0.81,0.88,0.99,0.04,0.96,93.3,6.92,98.26,95.71,0.95,1827.1,0.79,91.56,0.7,1.48,0.0,0.0,98.78,19.68,18.03,T1187
30,31,T1187TS481_1,481s,GuijunLab-Meta,93.14,100.0,22,0.41,0.42,79.88,61.16,73.87,1.593,1.96,164,0,93.9,95.73,95.73,95.071,0.98,9.45,27.4,164,1.6,0.82,0.87,94.21,0.81,0.88,0.99,0.05,0.96,93.3,6.81,98.19,95.45,0.94,1815.4,0.82,90.01,0.7,1.11,0.7,0.0,98.17,18.15,17.51,T1187
31,32,T1187TS403_1,403s,server_126,92.99,100.0,32,0.4,0.41,80.64,61.39,73.89,1.548,1.962,164,0,92.68,95.12,95.12,95.51,1.08,9.53,27.6,164,1.5,1.0,0.88,94.21,0.81,0.88,0.99,0.04,0.96,93.3,6.81,98.28,95.72,0.94,1825.0,0.81,88.41,0.7,2.22,0.0,0.0,98.17,23.76,10.18,T1187
32,33,T1187TS169_1,169,GuijunLab-Human,92.99,100.0,32,0.4,0.41,81.1,61.52,75.06,1.463,1.917,164,0,92.68,96.34,96.34,95.74,1.08,9.53,27.8,164,1.5,1.26,0.87,94.21,0.81,0.88,0.99,0.04,0.96,93.3,6.92,98.25,95.54,0.95,1836.4,0.79,,0.71,2.95,0.0,0.0,96.95,0.0,19.69,T1187
33,34,T1187TS455_1,455,Seder2022easy,92.83,100.0,34,0.39,0.4,83.08,64.06,77.08,1.775,2.24,164,0,92.07,93.9,93.9,94.352,0.99,9.45,27.4,163,1.6,1.17,0.87,92.99,0.81,0.88,0.99,0.07,0.96,93.3,6.81,98.23,95.32,0.94,1814.4,0.92,33.49,0.73,0.74,2.8,0.0,97.56,0.06,26.0,T1187
34,35,T1187TS320_1,320,Elofsson,92.83,100.0,34,0.39,0.4,83.08,64.06,77.08,1.775,2.24,164,0,92.07,93.9,93.9,94.352,0.99,9.45,27.4,163,1.6,1.17,0.87,92.99,0.81,0.88,0.99,0.07,0.96,93.3,6.81,98.23,95.32,0.94,1814.4,0.92,91.89,0.73,0.74,2.8,0.0,97.56,32.07,26.0,T1187
35,36,T1187TS288_1,288s,DFolding-server,92.83,100.0,34,0.39,0.4,80.33,61.67,74.8,1.51,1.941,164,0,93.29,96.34,96.34,95.946,1.18,9.53,27.6,164,1.5,0.82,0.87,94.21,0.81,0.88,0.99,0.04,0.96,93.3,6.81,98.24,95.65,0.94,1826.3,0.79,89.88,0.7,1.11,0.0,0.0,98.17,21.32,18.89,T1187
36,37,T1187TS390_1,390s,NBIS-af2-multimer,92.83,100.0,34,0.39,0.4,83.08,64.06,77.08,1.775,2.24,164,0,92.07,93.9,93.9,94.352,0.99,9.45,27.4,163,1.6,1.17,0.87,92.99,0.81,0.88,0.99,0.07,0.96,93.3,6.81,98.23,95.32,0.94,1814.4,0.92,91.9,0.73,0.74,2.8,0.0,97.56,32.13,26.0,T1187
37,38,T1187TS071_1,071s,RaptorX-Multimer,92.83,100.0,34,0.39,0.4,82.62,66.95,77.44,1.708,2.16,164,0,92.07,93.9,93.9,94.625,1.08,9.45,27.3,163,1.5,2.43,0.85,92.99,0.81,0.89,0.99,0.07,0.96,93.3,6.81,98.18,95.14,0.94,1808.7,0.95,91.09,0.71,26.6,1.4,1.22,93.9,34.22,26.31,T1187
38,39,T1187TS180_1,180,McGuffin,92.83,100.0,34,0.39,0.4,80.64,63.72,75.94,1.771,2.247,164,0,91.46,94.51,94.51,94.622,1.08,9.29,27.1,163,1.6,1.0,0.87,93.29,0.81,0.87,0.99,0.07,0.96,93.3,6.81,97.96,94.85,0.94,1796.7,1.0,90.14,0.69,2.21,0.0,0.0,98.78,20.81,22.07,T1187
39,40,T1187TS462_1,462s,MultiFOLD,92.83,100.0,34,0.39,0.4,80.64,63.72,75.94,1.771,2.247,164,0,91.46,94.51,94.51,94.622,1.08,9.29,27.1,163,1.6,1.0,0.87,93.29,0.81,0.87,0.99,0.07,0.96,93.3,6.81,97.96,94.85,0.94,1796.7,1.0,90.14,0.69,2.21,0.0,0.0,98.78,20.81,22.07,T1187
40,41,T1187TS236_1,236,noxelis,92.83,100.0,34,0.39,0.4,83.08,64.06,77.08,1.775,2.24,164,0,92.07,93.9,93.9,94.352,0.99,9.45,27.4,163,1.6,1.17,0.87,92.99,0.81,0.88,0.99,0.07,0.96,93.3,6.81,98.23,95.32,0.94,1814.4,0.92,91.9,0.73,0.74,2.8,0.0,97.56,32.13,26.0,T1187
41,42,T1187TS151_1,151s,IntFOLD7,92.83,100.0,34,0.39,0.4,79.11,60.9,73.28,1.48,1.912,164,0,93.29,96.34,96.34,95.526,1.17,9.53,27.5,164,1.5,0.74,0.87,94.21,0.81,0.88,0.99,0.04,0.96,93.3,6.81,98.14,95.4,0.94,1820.4,0.82,88.85,0.7,0.74,0.0,0.0,99.39,16.7,15.95,T1187
42,43,T1187TS354_1,354,hks1988,92.68,100.0,43,0.38,0.39,83.38,66.16,78.01,1.835,2.263,164,0,93.29,93.9,93.9,94.207,1.02,9.37,27.4,163,1.7,1.44,0.89,92.99,0.82,0.89,0.99,0.07,0.96,91.6,6.81,98.29,95.45,0.94,1813.8,0.91,91.52,0.72,4.06,2.1,0.0,98.78,35.07,27.82,T1187
43,44,T1187TS120_1,120s,MULTICOM_egnn,92.68,100.0,43,0.38,0.39,80.33,60.43,73.77,1.556,2.028,164,0,92.07,95.73,95.73,95.02,1.09,9.45,27.5,164,1.6,1.24,0.87,93.29,0.81,0.87,0.99,0.06,0.96,93.3,6.81,98.04,94.97,0.94,1817.2,0.89,88.09,0.7,1.85,1.4,0.0,96.95,13.1,12.37,T1187
44,45,T1187TS119_1,119,Kiharalab,92.68,100.0,43,0.38,0.39,83.38,66.16,78.01,1.835,2.263,164,0,93.29,93.9,93.9,94.207,1.02,9.37,27.4,163,1.7,1.44,0.89,92.99,0.82,0.89,0.99,0.07,0.96,91.6,6.81,98.29,95.45,0.94,1813.8,0.91,91.52,0.72,4.06,2.1,0.0,98.78,35.08,27.82,T1187
45,46,T1187TS466_1,466s,Shennong,92.68,100.0,43,0.38,0.39,81.4,61.58,74.6,1.521,2.001,164,0,92.68,96.34,96.34,95.042,1.11,9.53,27.7,164,1.5,1.08,0.87,94.21,0.81,0.88,0.99,0.04,0.96,93.3,6.81,98.29,95.75,0.94,1829.8,0.79,89.7,0.7,2.95,0.7,0.0,98.17,21.75,19.21,T1187
46,47,T1187TS098_1,098s,GuijunLab-Assembly,92.53,100.0,47,0.37,0.37,82.47,65.1,76.92,1.591,1.977,164,1,93.29,95.12,95.12,95.32,1.03,9.61,27.6,164,1.6,1.2,0.88,94.21,0.81,0.89,0.99,0.04,0.96,91.6,6.81,98.24,95.38,0.94,1823.9,0.91,91.48,0.73,0.74,0.7,1.22,92.68,29.29,23.02,T1187
47,48,T1187TS245_1,245s,FoldEver,92.53,100.0,47,0.37,0.37,81.56,65.23,76.44,1.561,1.959,164,3,93.29,96.34,96.34,95.317,1.18,9.61,27.4,164,1.6,1.7,0.88,94.21,0.81,0.89,0.99,0.05,0.96,91.6,6.81,98.26,95.56,0.94,1815.0,0.91,92.23,0.71,9.97,0.0,0.0,96.95,23.82,18.07,T1187
48,49,T1187TS493_1,493,Shen-CAPRI,92.53,100.0,47,0.37,0.37,80.33,62.87,74.76,1.283,1.836,164,1,94.51,98.17,98.17,96.031,1.12,9.94,27.2,164,1.3,1.04,0.86,94.21,0.79,0.88,0.99,0.05,0.97,87.2,6.81,97.74,94.25,0.95,1801.3,1.08,92.85,0.69,0.37,0.7,0.61,93.9,17.34,12.77,T1187
49,50,T1187TS312_1,312,Fernandez-Recio,92.53,100.0,47,0.37,0.37,80.33,60.12,73.97,1.556,2.047,164,0,92.68,94.51,94.51,95.055,1.08,9.45,27.5,164,1.6,0.5,0.86,93.6,0.8,0.87,0.99,0.06,0.96,93.3,6.92,97.84,94.27,0.94,1809.4,1.0,,0.7,0.0,0.0,0.0,98.77,0.0,12.32,T1187
50,51,T1187TS477_1,477,DMP,92.53,100.0,47,0.37,0.37,80.79,63.1,75.37,1.775,2.248,164,0,92.07,94.51,94.51,94.515,1.13,9.29,27.0,163,1.6,2.31,0.85,93.6,0.8,0.87,0.99,0.07,0.96,93.3,6.81,97.86,94.54,0.94,1788.9,1.03,90.24,0.68,26.24,0.0,1.22,93.9,26.56,21.37,T1187
51,52,T1187TS444_1,444,CoDock,92.53,100.0,47,0.37,0.37,79.57,60.63,74.88,1.258,1.597,164,0,96.34,98.78,98.78,95.951,1.0,9.86,27.2,164,1.3,0.91,0.87,97.87,0.81,0.88,0.99,0.06,0.96,78.5,6.92,97.57,93.67,0.95,1802.5,0.78,91.7,0.71,0.0,0.7,0.0,93.9,15.26,13.3,T1187
52,53,T1187TS385_1,385,FoldEver-Hybrid,92.53,100.0,47,0.37,0.37,81.56,65.23,76.44,1.561,1.959,164,3,93.29,96.34,96.34,95.317,1.18,9.61,27.4,164,1.6,1.7,0.88,94.21,0.81,0.89,0.99,0.05,0.96,91.6,6.81,98.26,95.56,0.94,1815.0,0.91,92.23,0.71,9.97,0.0,0.0,96.95,23.82,18.07,T1187
53,54,T1187TS215_1,215s,XRC_VU,92.38,100.0,54,0.36,0.36,79.72,62.87,74.96,1.546,1.956,164,0,93.29,95.73,95.73,95.451,1.08,9.53,27.5,164,1.5,2.21,0.87,94.21,0.81,0.88,0.99,0.04,0.96,93.3,6.81,98.16,95.38,0.94,1817.4,0.84,90.5,0.7,24.38,0.0,2.44,95.12,14.83,12.98,T1187
54,55,T1187TS239_1,239s,Yang-Multimer,92.07,100.0,55,0.33,0.34,79.57,61.86,72.61,1.919,2.34,164,0,92.07,93.29,93.29,93.509,1.1,9.21,27.1,163,1.8,1.63,0.84,92.05,0.8,0.84,0.99,0.07,0.95,93.3,6.81,98.14,95.15,0.93,1792.4,0.92,91.69,0.69,5.37,0.7,0.61,95.12,21.07,15.57,T1187
55,56,T1187TS314_1,314,Pierce,91.92,100.0,56,0.32,0.33,80.33,62.99,74.23,1.964,2.375,164,0,92.68,93.9,93.9,93.608,1.05,9.37,26.8,163,1.8,1.25,0.87,93.29,0.8,0.88,0.99,0.07,0.96,83.4,6.81,98.01,94.66,0.93,1777.5,1.04,92.52,0.7,1.11,0.7,2.44,93.29,29.57,21.17,T1187
56,57,T1187TS234_1,234,Panlab,91.92,100.0,56,0.32,0.33,78.81,46.37,68.97,2.075,2.776,164,0,92.68,93.9,93.9,93.849,1.0,9.37,26.6,163,1.9,2.21,0.78,90.55,0.72,0.83,0.99,0.07,0.95,90.4,6.81,97.43,93.51,0.93,1761.1,1.18,73.9,0.58,0.74,12.59,1.22,85.98,1.46,9.83,T1187
57,58,T1187TS205_1,205,Zou,91.92,100.0,56,0.32,0.33,80.33,57.01,72.98,1.927,2.367,164,0,92.68,93.9,93.9,93.742,1.06,9.29,26.6,164,1.9,2.07,0.84,93.6,0.77,0.86,0.99,0.06,0.95,91.2,6.81,97.52,93.28,0.93,1764.6,1.0,90.88,0.66,1.85,6.99,0.61,92.07,19.18,15.4,T1187
58,59,T1187TS398_1,398,ChaePred,91.77,100.0,59,0.31,0.32,80.49,62.68,72.89,2.027,2.407,164,0,91.46,93.9,93.9,93.549,1.06,9.12,26.8,163,1.9,1.77,0.86,93.29,0.8,0.88,0.99,0.07,0.95,83.4,6.81,97.9,94.36,0.93,1775.3,1.07,91.97,0.71,3.32,2.1,1.22,93.9,29.8,21.54,T1187
59,60,T1187TS225_1,225,ShanghaiTech,91.77,100.0,59,0.31,0.32,78.66,59.75,71.95,1.75,2.115,164,0,92.68,94.51,94.51,94.528,1.15,9.37,26.8,164,1.7,1.18,0.86,93.6,0.8,0.87,0.99,0.07,0.96,93.3,6.81,97.83,94.32,0.93,1775.7,0.97,92.68,0.69,1.48,1.4,0.0,96.95,18.48,14.87,T1187
60,61,T1187TS269_1,269,AP_1,91.77,100.0,59,0.31,0.32,80.49,62.68,72.89,2.027,2.407,164,0,91.46,93.9,93.9,93.549,1.06,9.12,26.8,163,1.9,1.77,0.86,93.29,0.8,0.88,0.99,0.07,0.95,83.4,6.81,97.9,94.36,0.93,1775.3,1.07,91.97,0.71,3.32,2.1,1.22,93.9,29.8,21.54,T1187
61,62,T1187TS374_1,374,Zheng,91.77,100.0,59,0.31,0.32,78.96,59.03,71.11,1.44,1.839,164,0,92.07,96.34,96.34,95.59,1.29,9.45,27.1,164,1.4,1.33,0.86,94.82,0.81,0.88,0.99,0.06,0.96,93.3,6.81,98.16,95.44,0.94,1796.9,0.71,91.07,0.69,2.95,0.7,0.61,96.34,19.36,15.23,T1187
62,63,T1187TS188_1,188s,GuijunLab-DeepDA,91.62,100.0,63,0.3,0.31,80.79,63.06,75.75,1.761,2.202,164,2,92.07,93.9,93.9,94.234,1.07,9.45,27.3,164,1.8,2.06,0.87,93.9,0.8,0.87,0.99,0.06,0.96,91.6,6.81,98.1,94.99,0.94,1804.1,0.91,93.41,0.69,7.01,2.8,1.22,95.12,31.02,21.23,T1187
63,64,T1187TS064_1,064,SHORTLE,91.46,100.0,64,0.29,0.29,77.13,48.41,68.97,1.255,1.927,164,0,93.9,98.17,98.17,96.029,1.19,9.86,27.0,164,1.3,2.16,0.81,96.95,0.75,0.85,0.99,0.05,0.96,93.3,6.81,97.6,94.04,0.95,1788.6,0.8,20.98,0.6,48.38,0.7,0.0,98.17,1.92,8.87,T1187
64,65,T1187TS443_1,443s,BAKER-SERVER,91.46,100.0,64,0.29,0.29,77.74,57.1,70.82,1.341,1.815,164,0,92.68,98.17,98.17,95.729,1.21,9.78,27.3,164,1.3,0.82,0.85,97.56,0.8,0.87,0.99,0.05,0.96,93.3,6.81,97.83,94.83,0.94,1807.6,0.84,88.55,0.67,1.11,0.0,0.0,98.17,11.84,10.41,T1187
65,66,T1187TS162_1,162s,UM-TBM,91.46,100.0,64,0.29,0.29,78.66,61.39,72.82,1.472,1.953,164,0,92.07,95.73,95.73,95.012,1.25,9.37,27.2,164,1.5,1.0,0.87,93.9,0.81,0.88,0.99,0.06,0.96,93.3,6.81,97.92,94.53,0.94,1797.3,0.82,90.54,0.7,2.21,0.7,0.0,98.78,18.95,15.87,T1187
66,67,T1187TS439_1,439,Yang,91.46,100.0,64,0.29,0.29,79.42,64.11,71.47,1.991,2.293,164,0,90.85,93.29,93.29,92.624,1.05,9.04,26.9,164,2.0,1.91,0.84,94.18,0.81,0.85,0.99,0.06,0.95,91.6,6.81,98.27,95.41,0.93,1780.0,0.7,91.32,0.69,6.14,1.4,1.83,92.68,30.56,18.04,T1187
67,68,T1187TS147_1,147,SHT,91.46,100.0,64,0.29,0.29,79.57,61.61,72.27,2.042,2.429,164,0,91.46,93.9,93.9,93.456,1.08,9.12,26.6,163,1.9,1.11,0.86,92.99,0.79,0.87,0.99,0.07,0.95,83.4,6.81,97.72,93.83,0.93,1764.3,1.19,92.37,0.7,0.0,1.4,0.61,91.46,29.1,20.31,T1187
68,69,T1187TS216_1,216,Seder2022hard,91.46,100.0,64,0.29,0.29,77.74,57.1,70.82,1.341,1.815,164,0,92.68,98.17,98.17,95.729,1.21,9.78,27.3,164,1.3,0.82,0.85,97.56,0.8,0.87,0.99,0.05,0.96,93.3,6.81,97.83,94.83,0.94,1807.6,0.84,34.66,0.67,1.11,0.0,0.0,98.17,0.04,10.41,T1187
69,70,T1187TS383_1,383s,server_124,90.85,100.0,70,0.24,0.25,77.13,55.41,68.15,1.662,2.194,164,0,90.85,94.51,94.51,93.656,1.25,9.45,26.8,164,1.7,1.08,0.85,92.68,0.79,0.86,0.99,0.07,0.95,93.3,6.81,97.46,93.43,0.93,1773.4,1.04,87.76,0.68,2.95,0.0,0.0,99.39,14.27,12.02,T1187
70,71,T1187TS275_1,275,Bhattacharya,90.85,100.0,70,0.24,0.25,74.54,56.6,69.64,1.749,2.11,164,0,93.29,95.12,95.12,93.258,1.11,9.37,26.6,164,1.7,0.59,0.85,93.9,0.79,0.87,0.99,0.06,0.96,93.3,6.81,97.17,94.57,0.93,1760.8,0.83,92.66,0.67,0.0,0.0,0.0,97.56,13.17,10.99,T1187
71,72,T1187TS117_1,117,QUIC,90.85,100.0,70,0.24,0.25,73.17,33.22,60.81,1.491,2.703,164,0,93.29,96.34,96.34,94.983,1.14,9.61,25.8,164,1.5,3.54,0.7,86.89,0.6,0.73,0.99,0.08,0.96,82.9,6.81,95.8,89.32,0.94,1716.9,1.24,86.12,0.39,14.4,25.17,11.59,73.17,3.17,2.91,T1187
72,73,T1187TS229_1,229s,Yang-Server,90.55,100.0,73,0.22,0.23,78.35,63.19,71.43,2.011,2.354,164,0,92.68,94.51,94.51,93.049,1.1,9.29,26.8,164,2.0,1.73,0.83,93.88,0.79,0.84,0.99,0.06,0.95,93.3,6.81,98.09,95.09,0.93,1776.8,0.72,90.34,0.68,6.52,0.0,1.22,94.51,28.21,18.0,T1187
73,74,T1187TS348_1,348,Takeda-Shitaka_Lab,90.4,100.0,74,0.21,0.21,78.05,60.76,70.98,1.747,2.198,164,0,89.63,95.12,95.12,93.229,1.25,9.21,26.6,164,1.7,1.65,0.86,92.38,0.79,0.87,0.99,0.08,0.95,91.6,6.81,97.39,92.91,0.93,1762.3,1.35,92.86,0.7,4.06,0.7,0.0,92.68,24.37,14.32,T1187
74,75,T1187TS433_1,433,OpenFold-SingleSeq,90.24,100.0,75,0.2,0.2,79.57,60.39,73.51,1.92,2.371,164,0,90.85,93.29,93.29,92.228,1.1,9.21,27.0,164,1.9,1.41,0.86,92.99,0.8,0.86,0.99,0.06,0.95,89.0,6.81,97.63,93.71,0.93,1785.8,1.04,90.97,0.69,3.32,1.4,0.0,96.95,27.43,21.11,T1187
75,76,T1187TS441_1,441,OpenFold,90.24,100.0,75,0.2,0.2,79.57,60.39,73.51,1.92,2.371,164,0,90.85,93.29,93.29,92.228,1.1,9.21,27.0,164,1.9,1.41,0.86,92.99,0.8,0.86,0.99,0.06,0.95,89.0,6.81,97.63,93.71,0.93,1785.8,1.04,90.97,0.69,3.32,1.4,0.0,96.95,27.43,21.11,T1187
76,77,T1187TS091_1,091,UNRES,90.09,100.0,77,0.19,0.19,75.61,46.71,63.83,2.063,2.684,164,0,89.63,92.68,92.68,92.054,1.14,8.88,25.4,162,1.9,1.08,0.79,90.85,0.74,0.81,0.99,0.09,0.95,89.3,6.81,97.23,92.56,0.92,1689.7,1.44,70.59,0.6,0.0,2.1,0.61,95.12,0.88,9.69,T1187
77,78,T1187TS360_1,360,MUFold_H,89.94,100.0,78,0.17,0.18,78.35,60.48,71.56,1.984,2.472,164,0,90.24,93.29,93.29,92.22,1.13,9.29,26.6,163,1.8,1.97,0.86,92.68,0.8,0.87,0.99,0.09,0.95,85.0,6.81,97.77,93.9,0.92,1765.0,1.01,92.63,0.69,7.01,2.1,0.0,95.12,20.48,14.81,T1187
78,79,T1187TS187_1,187,TRFold,89.63,100.0,79,0.15,0.16,75.0,56.06,69.47,1.928,2.452,164,0,91.46,93.9,93.9,92.835,1.15,9.37,26.6,163,1.8,1.51,0.83,92.68,0.78,0.86,0.99,0.07,0.95,93.3,6.81,97.73,94.21,0.92,1764.6,1.02,90.69,0.64,4.43,1.4,0.0,96.95,13.21,9.26,T1187
79,80,T1187TS185_1,185,BAKER,89.63,100.0,79,0.15,0.16,75.61,54.73,68.47,1.994,2.51,164,0,91.46,93.9,93.9,92.56,1.19,9.29,26.1,163,1.8,0.63,0.83,93.29,0.78,0.85,0.99,0.09,0.95,93.3,6.81,97.04,92.76,0.92,1733.6,1.14,85.96,0.65,0.37,0.0,0.0,98.78,12.83,10.93,T1187
80,81,T1187TS423_1,423,trComplex,89.63,100.0,79,0.15,0.16,75.0,56.06,69.47,1.928,2.452,164,0,91.46,93.9,93.9,92.835,1.15,9.37,26.6,163,1.8,1.51,0.83,92.68,0.78,0.86,0.99,0.07,0.95,93.3,6.81,97.73,94.21,0.92,1764.6,1.02,90.69,0.64,4.43,1.4,0.0,96.95,13.21,9.26,T1187
81,82,T1187TS494_1,494,Venclovas,89.63,100.0,79,0.15,0.16,77.89,61.01,72.5,1.964,2.468,164,0,90.24,92.68,92.68,92.592,1.17,9.12,26.2,163,1.8,1.34,0.85,91.16,0.78,0.86,0.99,0.1,0.95,91.6,6.81,97.13,92.13,0.92,1738.8,1.43,85.12,0.69,1.11,2.8,0.0,96.95,14.26,16.95,T1187
82,83,T1187TS367_1,367,MULTICOM,88.87,100.0,83,0.09,0.1,77.75,59.33,68.91,2.395,2.773,164,0,89.02,90.24,90.24,90.827,1.23,8.88,26.2,163,2.2,1.84,0.86,91.77,0.79,0.87,0.99,0.1,0.94,91.6,6.81,97.62,93.51,0.91,1740.7,1.27,93.27,0.68,2.21,3.5,1.22,93.29,29.15,17.01,T1187
83,84,T1187TS086_1,086s,MULTICOM_qa,88.87,100.0,83,0.09,0.1,77.75,59.33,68.91,2.395,2.773,164,0,89.02,90.24,90.24,90.827,1.23,8.88,26.2,163,2.2,1.84,0.86,91.77,0.79,0.87,0.99,0.1,0.94,91.6,6.81,97.62,93.51,0.91,1740.7,1.27,93.27,0.68,2.21,3.5,1.22,93.29,29.15,17.01,T1187
84,85,T1187TS362_1,362,MESHI,88.26,100.0,85,0.05,0.05,68.9,32.35,57.58,1.627,2.706,164,1,93.29,96.34,96.34,93.705,1.35,9.53,24.9,164,1.6,4.2,0.69,86.28,0.63,0.73,0.99,0.09,0.95,76.4,6.81,95.12,88.46,0.93,1660.3,1.38,75.64,0.4,57.95,37.06,8.54,77.44,1.87,1.58,T1187
85,86,T1187TS446_1,446s,ColabFold,87.81,100.0,86,0.01,0.02,75.92,59.71,70.43,2.769,2.974,164,0,86.59,90.85,90.85,89.091,1.11,8.8,25.0,159,2.0,1.63,0.84,92.68,0.79,0.85,0.97,0.11,0.94,90.5,6.7,97.33,92.92,0.9,1650.9,1.4,92.0,0.68,4.43,0.7,0.0,93.9,19.97,14.1,T1187
86,87,T1187TS461_1,461,colabfold_human,87.81,100.0,86,0.01,0.02,75.92,59.71,70.43,2.769,2.974,164,0,86.59,90.85,90.85,89.091,1.11,8.8,25.0,159,2.0,1.63,0.84,92.68,0.79,0.85,0.97,0.11,0.94,90.5,6.7,97.33,92.92,0.9,1650.9,1.4,92.0,0.68,4.43,0.7,0.0,93.9,19.97,14.1,T1187
87,88,T1187TS122_1,122,zax,87.81,100.0,86,0.01,0.02,75.92,59.71,70.43,2.769,2.95,164,0,86.59,90.85,90.85,89.091,1.11,8.8,25.0,159,2.0,1.63,0.84,92.99,0.79,0.85,0.97,0.11,0.94,90.5,6.7,97.33,92.92,0.9,1650.9,1.4,,0.68,4.43,0.7,0.0,93.9,0.0,14.02,T1187
88,89,T1187TS046_1,046s,Manifold-LC-E,87.19,100.0,89,-0.03,-0.03,72.86,55.54,67.95,3.335,3.5,164,0,87.2,88.41,88.41,88.567,1.1,8.72,24.5,158,2.4,1.34,0.82,89.94,0.78,0.84,0.97,0.12,0.92,88.4,6.7,97.19,92.79,0.89,1633.4,1.44,90.34,0.66,2.58,0.0,0.0,95.73,13.62,9.13,T1187
89,90,T1187TS248_1,248,Manifold,87.19,100.0,89,-0.03,-0.03,72.86,55.54,67.95,3.335,3.5,164,0,87.2,88.41,88.41,88.567,1.1,8.72,24.5,158,2.4,1.34,0.82,89.94,0.78,0.84,0.97,0.12,0.92,88.4,6.7,97.19,92.79,0.89,1633.4,1.44,90.34,0.66,2.58,0.0,0.0,95.73,13.62,9.13,T1187
90,91,T1187TS035_1,035s,Manifold-E,87.19,100.0,89,-0.03,-0.03,72.86,55.54,67.95,3.335,3.5,164,0,87.2,88.41,88.41,88.567,1.1,8.72,24.5,158,2.4,1.34,0.82,89.94,0.78,0.84,0.97,0.12,0.92,88.4,6.7,97.19,92.79,0.89,1633.4,1.44,90.34,0.66,2.58,0.0,0.0,95.73,13.62,9.13,T1187
91,92,T1187TS304_1,304,Manifold-X,87.19,100.0,89,-0.03,-0.03,72.86,55.54,67.95,3.335,3.5,164,0,87.2,88.41,88.41,88.567,1.1,8.72,24.5,158,2.4,1.34,0.82,89.94,0.78,0.84,0.97,0.12,0.92,88.4,6.7,97.19,92.79,0.89,1633.4,1.44,90.34,0.66,2.58,0.0,0.0,95.73,13.62,9.13,T1187
92,93,T1187TS003_1,003,MULTICOM_human,86.89,100.0,93,-0.05,-0.05,74.69,56.57,67.48,2.834,3.134,164,0,85.37,90.24,90.85,89.875,1.2,8.8,24.4,156,1.7,1.66,0.82,88.42,0.77,0.84,0.97,0.14,0.94,90.5,6.7,96.58,91.01,0.89,1629.4,1.8,91.66,0.65,5.91,0.7,0.61,95.12,20.8,13.11,T1187
93,94,T1187TS158_1,158s,MULTICOM_deep,86.89,100.0,93,-0.05,-0.05,74.69,56.57,67.48,2.834,3.134,164,0,85.37,90.24,90.85,89.875,1.2,8.8,24.4,156,1.7,1.66,0.82,88.42,0.77,0.84,0.97,0.14,0.94,90.5,6.7,96.58,91.01,0.89,1629.4,1.8,91.66,0.65,5.91,0.7,0.61,95.12,20.8,13.11,T1187
94,95,T1187TS131_1,131s,Kiharalab_Server,86.74,100.0,95,-0.07,-0.06,74.85,58.88,69.04,3.112,3.375,164,0,85.98,87.8,88.41,88.059,1.09,8.64,24.6,157,2.0,1.43,0.83,89.94,0.78,0.85,0.97,0.15,0.93,82.4,6.7,97.0,91.54,0.89,1640.1,1.57,94.21,0.65,4.8,0.7,0.61,96.95,25.37,14.71,T1187
